,user_id,age,gender,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day,anxiety_cat,y
155,user_156,25,Male,3.1,3.9,0.8,3.1,2.6,0.0,2.3,0.0,8.3,9,10,8,4.1,Urban,20,1,1,163.1,14,13,13.1,High anxiety score,1
156,user_157,63,Male,3.4,3.6,0.5,3.0,1.3,0.6,1.6,2.0,6.0,9,3,1,7.4,Suburban,46,0,1,114.8,5,18,5.5,Low anxiety score,0
157,user_158,44,Female,1.1,0.6,0.6,0.0,1.8,0.7,2.6,2.5,6.8,4,1,10,2.4,Urban,72,1,0,133.8,11,9,8.5,Medium anxiety score,1
158,user_159,51,Male,3.6,0.6,0.0,1.6,3.7,3.0,1.0,1.6,6.6,2,1,1,0.0,Urban,51,0,0,130.4,12,11,15.5,Medium anxiety score,1
159,user_160,61,Female,2.8,0.3,1.4,2.4,1.6,3.0,3.5,0.2,7.8,2,10,1,0.0,Urban,78,0,1,192.5,17,17,13.8,High anxiety score,1
160,user_161,64,Female,2.0,0.9,1.7,3.2,4.4,4.6,2.2,2.8,6.6,9,6,4,8.0,Suburban,30,1,1,145.9,13,18,2.7,Medium anxiety score,1
161,user_162,44,Female,0.7,2.3,0.9,2.1,2.9,2.3,1.2,3.2,6.1,9,1,1,0.0,Rural,72,1,1,71.1,10,17,9.6,Medium anxiety score,0
162,user_163,16,Male,3.0,1.4,1.0,0.6,0.9,1.4,0.8,0.8,4.7,3,5,5,3.2,Suburban,54,0,0,127.6,1,12,2.5,Low anxiety score,0
163,user_164,42,Female,3.5,1.2,0.9,0.8,1.4,2.0,2.3,1.6,6.6,5,6,6,0.0,Suburban,21,1,1,110.9,18,16,17.0,High anxiety score,1
164,user_165,49,Female,0.4,3.0,0.6,0.8,0.5,1.8,2.4,2.0,6.4,5,9,7,1.4,Urban,65,0,1,76.1,1,20,22.3,Low anxiety score,0
165,user_166,35,Female,3.0,2.5,1.4,1.8,2.8,1.2,1.8,2.0,4.1,2,6,8,1.7,Urban,20,0,1,111.9,16,5,3.2,High anxiety score,1
166,user_167,51,Male,3.2,0.3,1.2,1.0,3.6,2.4,3.2,1.2,5.3,2,4,8,0.0,Suburban,25,1,1,42.1,7,15,9.8,Medium anxiety score,0
167,user_168,57,Other,2.2,3.0,0.0,0.0,1.6,2.2,3.0,3.0,5.8,10,1,2,5.4,Suburban,26,0,0,103.5,4,17,17.3,Low anxiety score,0
168,user_169,27,Male,3.6,2.5,0.5,0.3,0.0,1.9,2.6,0.0,5.8,1,6,4,3.9,Urban,21,0,0,159.8,10,8,10.2,Medium anxiety score,0
169,user_170,55,Male,2.8,2.5,0.0,1.1,2.4,1.6,1.3,0.0,6.5,2,7,7,2.1,Suburban,21,0,0,172.7,19,12,14.5,High anxiety score,1
170,user_171,41,Male,3.4,1.4,1.8,0.1,1.0,2.8,1.5,1.2,6.4,7,5,9,1.9,Rural,66,1,0,175.2,0,3,10.4,Low anxiety score,0
171,user_172,48,Female,3.8,1.8,0.9,0.3,1.1,1.3,0.7,2.9,6.4,1,6,9,5.2,Suburban,72,0,1,197.9,19,12,1.5,High anxiety score,1
172,user_173,25,Male,3.8,0.0,1.1,3.6,2.4,1.5,2.3,2.4,9.2,1,10,3,3.2,Suburban,24,0,0,209.4,15,2,11.0,High anxiety score,1
173,user_174,44,Male,4.5,2.9,0.8,1.5,3.5,2.6,3.2,0.0,6.0,9,8,7,7.2,Suburban,32,0,0,98.8,4,3,19.0,Low anxiety score,0
175,user_176,63,Male,2.3,1.1,1.4,2.2,2.5,3.1,1.8,1.8,8.4,4,8,9,3.9,Suburban,38,1,0,152.1,4,0,23.0,Low anxiety score,0
176,user_177,34,Female,2.0,1.1,0.9,2.6,1.8,1.7,2.4,0.0,8.3,3,2,7,0.5,Rural,66,1,0,177.3,9,0,0.0,Medium anxiety score,0
177,user_178,40,Female,1.4,3.8,1.9,3.7,0.4,0.5,3.2,1.1,5.2,4,2,6,2.1,Urban,20,1,0,108.2,8,8,13.0,Medium anxiety score,0
178,user_179,14,Male,3.2,1.3,1.1,3.2,2.4,1.7,0.6,2.2,8.0,7,8,9,5.1,Urban,54,0,1,163.2,18,2,4.8,High anxiety score,1
179,user_180,54,Female,5.0,2.9,0.3,1.9,2.9,2.1,5.4,2.5,4.3,10,2,7,5.4,Suburban,76,0,0,241.1,2,2,3.0,Low anxiety score,0
180,user_181,57,Female,2.5,2.0,1.1,0.0,1.3,0.7,3.5,1.1,9.9,2,8,8,6.7,Urban,37,0,0,83.2,8,17,20.7,Medium anxiety score,0
181,user_182,18,Male,3.7,1.2,1.3,0.5,1.6,1.6,1.7,1.7,8.6,2,5,5,3.9,Suburban,68,0,0,150.3,19,1,8.0,High anxiety score,1
182,user_183,40,Male,1.9,1.0,0.9,1.1,3.3,3.4,1.1,1.1,7.1,9,9,4,5.5,Urban,76,0,1,201.9,7,10,7.2,Medium anxiety score,0
183,user_184,40,Other,3.3,1.4,0.8,2.0,1.5,2.2,2.9,1.1,7.5,6,9,1,4.2,Suburban,51,1,0,140.1,3,8,12.7,Low anxiety score,0
184,user_185,56,Female,4.9,1.9,1.9,1.6,1.7,1.4,3.1,1.9,7.0,7,8,8,2.2,Suburban,51,0,1,170.6,10,1,0.0,Medium anxiety score,0
185,user_186,56,Male,4.0,2.6,0.4,0.0,1.9,2.0,1.2,2.6,5.7,5,9,6,0.0,Urban,72,0,0,195.5,3,19,20.8,Low anxiety score,0
186,user_187,32,Female,0.6,1.5,0.0,0.0,2.8,2.1,1.1,0.1,7.9,5,7,4,2.5,Urban,27,0,0,134.9,11,3,25.2,Medium anxiety score,1
187,user_188,42,Male,3.9,1.5,1.8,1.8,2.4,1.6,1.3,1.0,8.1,4,8,3,0.7,Urban,30,0,1,96.9,6,8,17.3,Low anxiety score,0
188,user_189,23,Female,3.9,1.1,0.4,1.6,2.3,2.9,2.6,0.6,5.6,8,6,5,5.1,Urban,39,0,0,145.0,7,13,13.3,Medium anxiety score,0
189,user_190,40,Male,3.3,0.8,0.9,1.3,3.8,0.0,2.6,0.2,6.5,7,9,4,5.2,Urban,27,1,0,95.3,9,18,8.3,Medium anxiety score,0
190,user_191,37,Male,4.0,0.7,0.8,2.0,1.5,2.6,5.3,0.1,5.0,10,2,7,1.0,Urban,47,0,1,122.5,12,15,1.4,Medium anxiety score,1
191,user_192,51,Male,1.7,3.0,1.6,2.7,0.9,1.3,0.0,1.2,6.4,2,3,6,5.2,Suburban,40,0,0,172.1,13,13,19.6,Medium anxiety score,1
192,user_193,45,Other,3.1,1.5,1.7,1.8,3.2,3.3,1.6,0.1,6.2,2,2,3,0.6,Suburban,57,1,1,159.1,15,14,17.3,High anxiety score,1
193,user_194,13,Female,4.7,1.6,0.4,0.6,2.3,0.5,1.8,0.1,8.0,6,6,10,5.9,Urban,57,0,0,199.9,6,17,13.6,Low anxiety score,0
194,user_195,39,Male,4.5,1.3,1.7,3.4,1.3,3.1,3.1,1.0,8.4,1,3,1,2.7,Urban,25,1,1,161.6,15,14,12.7,High anxiety score,1
195,user_196,64,Male,3.8,1.7,1.7,1.3,1.6,1.1,3.2,0.2,5.2,7,1,7,3.9,Urban,21,0,1,111.0,16,18,12.4,High anxiety score,1
196,user_197,25,Female,1.7,2.4,1.0,1.5,0.5,2.4,2.2,1.7,7.4,8,4,5,5.9,Suburban,29,1,0,100.2,19,8,5.8,High anxiety score,1
197,user_198,53,Male,1.4,1.5,1.5,0.8,2.3,1.4,4.5,0.7,7.6,10,5,1,4.2,Urban,61,0,1,181.4,18,20,30.0,High anxiety score,1
198,user_199,15,Male,3.2,2.2,1.5,0.4,0.2,3.4,1.0,0.0,4.4,8,4,1,2.7,Urban,28,1,0,162.0,11,20,7.7,Medium anxiety score,1
199,user_200,51,Other,3.3,3.4,0.9,0.5,2.8,1.8,1.6,3.5,7.7,3,6,6,4.7,Urban,74,0,1,140.4,8,15,6.6,Medium anxiety score,0
200,user_201,18,Male,2.8,1.2,0.9,0.3,1.4,1.1,0.8,0.0,4.7,7,3,4,1.1,Rural,22,0,0,166.9,7,16,19.0,Medium anxiety score,0
201,user_202,20,Female,1.8,1.6,1.3,0.0,0.3,3.7,2.3,2.1,5.9,1,10,8,0.0,Suburban,21,1,1,114.8,8,9,9.8,Medium anxiety score,0
202,user_203,39,Other,3.7,2.6,0.2,1.3,3.3,1.7,2.1,1.5,5.4,3,6,2,5.3,Rural,55,0,1,27.7,4,4,9.8,Low anxiety score,0
203,user_204,21,Male,3.2,3.5,0.8,2.6,4.7,2.6,3.5,0.7,4.6,6,10,4,0.4,Urban,27,0,0,202.1,20,8,21.3,High anxiety score,1
204,user_205,49,Male,3.4,0.8,0.4,0.5,2.5,3.1,4.9,0.3,7.8,9,1,8,4.8,Urban,28,0,0,182.4,9,13,15.4,Medium anxiety score,0
205,user_206,45,Male,3.9,0.3,1.7,4.1,1.7,0.9,4.4,2.9,5.4,5,6,8,3.3,Urban,45,0,0,145.7,4,9,15.8,Low anxiety score,0
206,user_207,63,Female,2.6,2.0,0.8,2.9,0.8,2.5,0.9,3.3,6.0,5,8,5,3.0,Rural,53,1,1,105.1,13,0,0.0,Medium anxiety score,1
207,user_208,54,Female,2.3,1.9,1.1,1.5,2.3,2.7,2.6,0.9,6.5,9,10,3,1.1,Urban,67,1,0,139.3,17,19,13.2,High anxiety score,1
208,user_209,56,Female,4.7,2.7,0.9,0.4,2.8,0.1,3.5,0.8,7.4,9,8,4,2.1,Urban,49,0,1,63.5,6,2,2.0,Low anxiety score,0
209,user_210,36,Male,1.9,2.5,0.9,0.0,2.0,2.4,3.4,2.3,5.3,6,1,3,3.0,Urban,57,0,0,155.7,7,15,6.4,Medium anxiety score,0
210,user_211,27,Female,2.3,2.0,1.1,1.4,3.1,1.6,5.5,1.0,7.1,5,7,2,3.4,Suburban,27,1,0,53.2,4,4,11.4,Low anxiety score,0
211,user_212,44,Other,4.9,3.0,0.6,1.6,3.8,3.9,2.2,1.8,6.2,10,10,4,1.2,Urban,22,0,1,155.3,5,12,9.7,Low anxiety score,0
212,user_213,44,Female,2.2,1.3,0.9,1.3,0.5,3.0,2.6,1.8,5.3,2,10,9,4.5,Suburban,30,1,1,114.7,19,4,15.2,High anxiety score,1
213,user_214,36,Other,2.9,2.2,0.9,2.6,2.4,2.5,5.4,1.2,7.7,8,4,6,4.6,Rural,44,0,1,142.6,8,10,16.2,Medium anxiety score,0
214,user_215,53,Female,2.4,0.8,0.8,3.0,0.0,0.0,3.0,1.4,9.0,8,6,4,4.0,Urban,71,1,1,93.0,20,16,16.8,High anxiety score,1
215,user_216,64,Female,0.3,2.0,1.2,2.0,1.0,2.5,1.7,1.6,6.7,7,6,1,2.1,Suburban,24,0,1,225.4,8,2,0.0,Medium anxiety score,0
216,user_217,61,Female,2.8,0.5,0.8,2.0,2.9,1.1,1.2,0.1,5.8,8,5,7,4.7,Suburban,31,0,1,168.0,7,5,28.9,Medium anxiety score,0
217,user_218,61,Male,1.5,0.9,1.8,1.2,1.9,3.0,2.8,0.5,5.6,3,10,2,4.2,Rural,74,0,0,115.6,16,15,9.8,High anxiety score,1
218,user_219,64,Male,3.4,3.7,1.3,1.5,0.1,1.8,3.9,1.4,7.5,3,9,6,0.0,Urban,49,1,1,141.0,7,19,19.7,Medium anxiety score,0
219,user_220,24,Female,4.7,0.2,0.3,1.9,3.3,1.4,3.9,0.7,6.5,2,10,10,3.4,Urban,46,0,1,230.3,0,1,0.0,Low anxiety score,0
221,user_222,14,Female,2.4,2.8,0.7,2.2,3.0,1.6,2.6,1.3,4.5,3,6,7,4.9,Urban,24,0,1,94.4,14,18,0.0,High anxiety score,1
222,user_223,15,Other,3.7,4.2,1.1,0.4,2.6,0.4,1.9,0.0,7.0,3,4,4,5.3,Rural,39,0,0,92.2,15,19,3.1,High anxiety score,1
223,user_224,61,Female,0.0,2.2,0.6,0.8,1.0,0.5,2.3,0.0,5.0,7,4,3,1.6,Suburban,71,1,0,115.9,1,10,10.4,Low anxiety score,0
224,user_225,49,Male,5.0,2.2,0.0,0.5,3.0,1.6,3.7,2.0,6.0,10,9,10,3.3,Suburban,40,0,0,224.8,12,17,7.3,Medium anxiety score,1
225,user_226,61,Male,3.6,2.0,1.0,0.8,2.4,3.9,2.4,1.3,8.5,9,4,7,2.6,Urban,22,0,1,122.0,1,2,20.5,Low anxiety score,0
226,user_227,29,Male,4.6,3.1,0.3,1.2,2.2,2.9,3.3,2.6,5.5,1,7,3,3.0,Suburban,60,0,0,129.1,13,11,24.2,Medium anxiety score,1
227,user_228,61,Female,2.2,2.4,1.2,2.5,1.4,3.0,3.4,0.6,7.8,8,6,8,2.0,Suburban,79,1,0,160.1,6,12,2.3,Low anxiety score,0
228,user_229,14,Female,2.3,1.4,1.1,1.5,0.7,3.4,1.7,1.1,5.3,1,2,4,0.5,Suburban,69,0,1,148.4,10,20,6.1,Medium anxiety score,0
229,user_230,14,Other,2.8,3.1,0.7,0.2,1.5,2.3,4.1,1.5,7.5,3,5,3,3.1,Urban,63,0,1,198.5,14,19,1.8,High anxiety score,1
230,user_231,40,Male,6.2,1.5,1.9,0.1,1.5,1.5,1.1,1.0,7.2,4,3,7,1.4,Rural,74,0,0,191.1,16,19,19.2,High anxiety score,1
231,user_232,35,Other,5.0,0.4,0.4,1.1,3.0,1.5,0.9,1.0,7.1,8,9,7,4.2,Urban,23,0,1,166.4,20,8,11.3,High anxiety score,1
232,user_233,49,Female,3.2,0.4,0.7,2.3,0.0,1.0,1.9,1.9,5.8,1,10,9,2.9,Urban,43,0,0,138.5,16,8,10.3,High anxiety score,1
233,user_234,44,Male,3.4,1.8,0.4,2.9,3.8,3.0,1.2,0.4,7.3,2,1,10,0.0,Rural,26,1,1,198.0,14,6,12.5,High anxiety score,1
234,user_235,45,Female,4.0,2.1,2.0,0.0,3.8,0.9,3.3,1.7,6.9,5,10,7,5.8,Suburban,43,0,1,110.6,15,0,7.5,High anxiety score,1
235,user_236,13,Male,6.6,3.0,1.7,1.9,1.2,4.5,5.8,3.0,8.8,6,4,6,3.9,Urban,71,1,0,107.4,8,0,3.1,Medium anxiety score,0
236,user_237,31,Male,3.6,2.6,0.3,1.1,3.7,0.9,4.0,2.9,5.8,5,4,3,2.1,Rural,30,0,0,129.6,20,18,10.4,High anxiety score,1
237,user_238,14,Female,3.1,2.1,0.6,1.2,0.8,3.5,1.4,0.0,8.0,3,9,4,2.3,Urban,21,1,0,208.1,20,2,7.9,High anxiety score,1
238,user_239,56,Male,2.5,3.0,0.6,0.4,3.4,3.5,1.2,0.7,5.4,10,1,8,0.5,Urban,74,1,0,108.2,19,6,12.8,High anxiety score,1
239,user_240,38,Female,3.4,2.0,0.7,1.3,1.0,2.7,3.8,1.5,6.2,7,2,6,2.9,Suburban,63,0,0,120.0,18,11,0.0,High anxiety score,1
240,user_241,44,Female,2.1,0.7,0.5,0.4,3.2,3.9,1.0,2.5,5.7,1,1,9,4.4,Urban,60,0,1,158.7,8,15,11.5,Medium anxiety score,0
241,user_242,18,Female,3.7,0.5,0.7,1.2,0.3,1.8,1.2,1.4,5.9,2,1,8,6.5,Rural,25,1,0,147.2,5,12,4.5,Low anxiety score,0
242,user_243,44,Male,0.9,3.3,1.5,2.6,3.3,2.2,3.0,2.5,6.3,9,1,8,2.8,Rural,26,0,1,131.0,0,17,11.2,Low anxiety score,0
243,user_244,16,Female,2.6,0.0,2.0,2.1,3.5,2.3,1.8,0.5,8.2,4,3,10,3.1,Urban,57,0,1,173.4,4,16,17.2,Low anxiety score,0
244,user_245,23,Female,4.1,1.8,0.2,3.4,0.2,2.7,2.7,1.5,7.0,8,4,10,5.4,Rural,37,1,1,126.3,4,8,5.6,Low anxiety score,0
246,user_247,50,Male,2.3,2.5,1.1,1.7,3.2,1.9,2.5,2.5,6.5,7,2,10,3.3,Suburban,28,0,0,161.9,0,4,0.0,Low anxiety score,0
247,user_248,36,Male,2.7,1.8,0.2,2.1,0.0,3.0,3.6,2.1,8.0,1,1,1,1.5,Rural,72,1,1,200.8,5,10,22.4,Low anxiety score,0
248,user_249,17,Female,4.6,0.3,1.1,0.7,1.4,1.6,3.3,1.9,6.8,5,5,5,3.3,Rural,47,0,1,110.5,8,19,19.9,Medium anxiety score,0
249,user_250,64,Male,1.2,3.6,1.3,0.0,3.2,4.4,3.7,2.0,5.6,6,6,7,4.9,Urban,38,0,0,142.6,18,5,2.9,High anxiety score,1
250,user_251,46,Female,1.2,3.2,1.4,2.3,2.9,2.2,3.3,0.0,7.8,8,2,10,0.0,Urban,23,0,1,55.1,4,5,3.0,Low anxiety score,0
251,user_252,18,Female,1.6,2.7,1.3,0.0,2.1,2.6,3.4,1.0,8.3,10,3,9,5.2,Urban,23,0,0,216.9,20,7,0.0,High anxiety score,1
252,user_253,34,Female,3.0,2.0,0.7,2.6,3.1,3.9,2.5,0.2,7.3,8,10,4,3.7,Suburban,32,1,0,264.7,16,0,17.4,High anxiety score,1
253,user_254,23,Female,1.0,2.6,0.9,2.3,1.0,2.2,0.6,0.5,7.5,9,3,8,3.3,Suburban,47,1,1,135.6,19,8,7.4,High anxiety score,1
254,user_255,60,Other,4.4,1.9,0.4,0.7,2.1,3.8,2.4,1.0,8.0,9,2,1,5.7,Urban,76,0,1,168.6,11,9,6.8,Medium anxiety score,1
255,user_256,28,Female,1.6,1.0,1.2,1.1,1.0,2.7,2.9,0.0,6.2,4,4,4,1.4,Urban,30,1,0,155.7,5,16,1.0,Low anxiety score,0
256,user_257,45,Other,3.3,3.0,1.8,1.5,2.2,2.7,2.6,1.1,5.6,6,5,4,0.3,Rural,72,0,0,85.4,12,2,24.5,Medium anxiety score,1
257,user_258,21,Female,2.1,1.9,1.2,0.6,3.2,0.9,3.0,0.4,6.9,3,8,2,1.0,Urban,21,1,0,212.4,7,20,2.2,Medium anxiety score,0
258,user_259,18,Male,2.9,2.5,0.7,2.0,2.9,3.3,5.2,0.1,8.6,1,6,3,4.1,Urban,25,0,1,136.3,2,12,10.2,Low anxiety score,0
259,user_260,28,Male,0.6,1.9,1.5,2.1,2.3,1.3,1.8,1.3,6.9,6,9,3,2.0,Rural,31,0,0,47.6,10,7,11.7,Medium anxiety score,0
260,user_261,41,Female,4.5,2.5,2.2,0.1,3.2,1.8,2.0,0.8,7.3,1,3,9,1.3,Urban,74,0,0,114.2,19,19,6.8,High anxiety score,1
261,user_262,15,Male,1.6,2.0,1.1,0.7,3.3,3.5,4.1,1.5,6.6,9,10,7,1.0,Suburban,59,0,0,80.3,0,13,5.2,Low anxiety score,0
262,user_263,32,Female,1.4,1.9,1.3,1.5,4.2,1.6,2.7,0.6,6.9,6,9,2,3.3,Urban,56,0,0,156.1,13,19,7.0,Medium anxiety score,1
263,user_264,48,Male,6.6,2.0,1.3,2.6,3.4,2.4,3.1,1.0,5.9,1,4,9,2.9,Urban,75,0,1,155.8,20,7,14.5,High anxiety score,1
265,user_266,38,Female,4.4,2.8,0.8,0.0,3.1,2.0,1.5,1.8,7.6,1,10,6,0.2,Suburban,71,1,1,241.5,14,12,23.0,High anxiety score,1
266,user_267,15,Female,3.7,4.6,0.7,1.2,2.3,1.8,0.9,0.4,4.7,2,7,6,1.9,Suburban,74,1,0,245.6,20,5,3.8,High anxiety score,1
267,user_268,31,Female,2.3,2.0,1.4,2.0,1.7,0.8,2.7,2.4,4.7,6,7,2,4.8,Urban,79,0,1,98.7,7,3,16.0,Medium anxiety score,0
268,user_269,32,Female,1.0,1.7,1.4,0.7,3.0,2.7,1.2,2.7,4.4,7,9,3,2.1,Suburban,80,0,0,181.0,14,5,0.0,High anxiety score,1
269,user_270,44,Male,2.6,0.9,0.9,0.6,2.9,2.8,1.1,1.8,8.3,1,10,6,0.0,Urban,28,0,1,189.8,12,19,3.8,Medium anxiety score,1
270,user_271,19,Female,1.5,3.6,0.7,0.8,2.4,1.3,3.4,0.4,5.4,10,2,3,2.8,Urban,45,0,0,123.8,0,1,3.5,Low anxiety score,0
271,user_272,64,Male,1.6,1.1,0.2,1.2,1.8,1.5,1.7,2.2,6.9,5,5,7,3.1,Rural,23,0,1,164.4,10,9,1.2,Medium anxiety score,0
272,user_273,53,Other,0.6,3.8,1.0,0.5,1.7,3.1,0.9,0.6,8.6,6,3,5,0.0,Rural,60,0,1,170.0,19,10,12.3,High anxiety score,1
273,user_274,45,Female,3.2,1.0,0.5,2.2,1.5,1.7,0.8,2.6,6.9,4,7,4,0.6,Rural,63,0,1,125.7,14,10,9.1,High anxiety score,1
274,user_275,52,Male,5.4,2.9,0.5,0.6,3.5,2.1,3.7,1.0,7.1,6,3,8,4.5,Suburban,23,1,0,214.1,20,2,0.0,High anxiety score,1
275,user_276,51,Male,3.8,0.4,1.5,0.5,3.4,0.9,2.4,0.9,5.5,5,5,2,0.5,Urban,68,1,1,161.8,3,10,26.0,Low anxiety score,0
276,user_277,30,Female,2.8,1.6,1.4,1.1,3.4,1.9,2.0,1.7,6.9,7,5,3,4.6,Suburban,71,0,0,141.4,5,7,11.4,Low anxiety score,0
277,user_278,52,Male,2.9,2.0,0.8,3.0,0.7,0.9,2.7,2.6,5.3,4,2,10,0.0,Rural,53,1,1,88.8,11,16,10.0,Medium anxiety score,1
278,user_279,13,Male,0.0,1.4,0.2,2.0,1.6,1.3,2.6,3.6,4.2,1,1,4,0.0,Urban,41,0,0,207.6,0,0,20.5,Low anxiety score,0
279,user_280,23,Female,2.4,1.8,0.6,2.1,1.7,1.1,1.8,1.2,6.6,2,6,10,3.0,Urban,32,0,0,153.7,9,15,17.9,Medium anxiety score,0
280,user_281,40,Female,0.9,1.8,1.5,1.8,1.3,3.0,2.1,0.8,6.9,6,1,6,1.5,Urban,34,0,0,153.9,17,19,7.6,High anxiety score,1
281,user_282,37,Female,3.2,2.8,1.2,0.6,4.2,0.4,3.4,0.4,5.9,10,9,5,1.9,Urban,59,1,0,107.7,0,6,0.0,Low anxiety score,0
282,user_283,62,Other,2.6,0.0,0.8,0.9,2.5,2.3,3.6,0.0,5.6,2,10,5,3.3,Urban,57,0,0,194.7,6,7,14.5,Low anxiety score,0
283,user_284,35,Female,1.7,1.4,1.0,0.7,2.4,1.7,1.4,0.2,6.2,5,5,7,1.9,Rural,60,0,0,93.3,1,12,2.3,Low anxiety score,0
284,user_285,43,Female,3.2,3.3,0.0,2.6,1.4,3.7,4.2,1.4,5.6,4,1,8,1.1,Suburban,73,0,1,39.6,7,4,19.9,Medium anxiety score,0
285,user_286,42,Male,3.2,2.6,0.0,1.8,3.0,2.9,5.1,2.3,7.4,7,8,6,4.0,Urban,62,0,1,114.6,0,17,3.8,Low anxiety score,0
286,user_287,54,Female,5.3,3.3,2.0,0.0,4.6,0.5,2.1,0.3,7.0,4,1,3,3.4,Suburban,74,0,0,167.4,18,11,6.4,High anxiety score,1
287,user_288,47,Male,4.0,2.8,1.3,3.0,2.1,1.3,2.1,2.0,8.5,7,4,4,3.1,Urban,63,1,0,166.9,5,15,0.0,Low anxiety score,0
288,user_289,19,Other,3.3,0.9,1.0,1.2,1.7,2.0,1.3,0.3,6.1,8,7,1,3.0,Suburban,72,0,1,157.0,10,2,0.0,Medium anxiety score,0
289,user_290,28,Female,1.6,2.7,0.8,2.2,1.9,1.3,1.6,0.5,6.6,7,4,5,1.4,Rural,75,1,0,141.4,18,11,9.1,High anxiety score,1
290,user_291,38,Female,1.4,2.1,0.1,2.6,1.6,3.1,2.9,0.1,6.7,2,5,10,1.0,Suburban,21,0,1,157.9,9,18,8.4,Medium anxiety score,0
292,user_293,64,Female,2.7,2.8,0.4,2.0,1.3,1.8,3.4,2.8,4.1,5,4,3,1.4,Urban,62,1,1,162.5,15,17,26.4,High anxiety score,1
293,user_294,61,Female,3.4,2.5,1.4,1.2,0.9,3.2,2.1,0.5,7.0,7,5,10,3.0,Suburban,27,0,1,128.9,9,7,14.8,Medium anxiety score,0
294,user_295,14,Male,4.5,2.7,1.1,0.0,2.0,0.6,1.9,0.4,9.3,1,7,4,2.2,Suburban,57,0,1,144.8,17,12,10.1,High anxiety score,1
295,user_296,13,Male,0.7,2.5,1.0,0.4,2.1,1.7,1.6,1.8,7.7,8,1,4,3.0,Rural,37,0,0,139.6,17,7,0.0,High anxiety score,1
296,user_297,60,Female,5.1,2.4,0.3,1.0,1.7,2.3,3.9,2.9,8.8,3,3,6,2.8,Suburban,73,1,0,153.5,2,9,16.6,Low anxiety score,0
298,user_299,17,Other,0.0,2.5,1.2,1.3,2.5,0.0,3.1,0.8,6.3,3,3,10,0.2,Rural,30,0,1,189.9,9,14,8.5,Medium anxiety score,0
299,user_300,49,Male,6.5,2.9,1.0,1.6,2.9,2.4,2.2,1.0,7.2,4,2,3,2.6,Suburban,75,0,0,164.8,15,20,3.5,High anxiety score,1
300,user_301,44,Male,3.5,3.1,1.0,1.1,2.9,2.6,5.3,0.0,7.8,8,5,4,0.8,Rural,25,1,1,110.5,8,14,11.3,Medium anxiety score,0
301,user_302,21,Female,2.3,2.9,1.1,2.6,2.1,0.8,1.8,0.8,4.6,2,10,6,2.0,Urban,28,0,0,201.0,17,5,0.0,High anxiety score,1
302,user_303,53,Male,3.8,3.5,0.0,2.0,2.3,0.0,1.6,1.3,7.0,6,5,6,1.4,Urban,41,0,0,54.9,12,13,13.7,Medium anxiety score,1
303,user_304,47,Female,1.5,3.1,1.5,1.7,1.0,1.2,1.9,0.0,6.4,10,10,7,4.3,Suburban,65,1,0,257.6,13,5,22.0,Medium anxiety score,1
304,user_305,31,Male,3.8,2.6,0.8,0.4,2.8,1.8,3.1,0.7,8.3,9,9,1,0.1,Urban,70,1,1,244.3,18,0,4.6,High anxiety score,1
305,user_306,60,Male,1.8,0.9,1.6,1.6,1.6,1.9,4.4,1.4,6.9,10,8,9,4.6,Rural,44,0,1,236.3,13,9,4.9,Medium anxiety score,1
306,user_307,28,Female,6.0,0.9,0.0,4.3,1.2,0.0,3.1,0.0,3.5,9,3,2,4.1,Urban,77,1,1,125.2,1,18,9.4,Low anxiety score,0
307,user_308,15,Female,3.1,1.8,1.3,2.3,3.6,2.2,3.4,1.7,7.0,5,1,4,7.1,Urban,50,0,1,162.0,10,10,6.0,Medium anxiety score,0
308,user_309,32,Female,4.0,2.0,1.3,0.8,0.4,3.2,3.2,2.2,4.0,3,5,3,6.6,Rural,40,1,1,118.9,7,2,0.0,Medium anxiety score,0
309,user_310,36,Female,1.8,3.4,0.3,3.4,4.1,3.1,0.3,1.8,8.0,6,3,3,1.4,Urban,57,0,1,171.5,2,5,6.9,Low anxiety score,0
310,user_311,45,Female,4.2,0.0,0.7,0.7,4.0,3.5,2.5,0.7,5.6,9,5,5,5.5,Urban,71,0,0,150.9,14,8,5.3,High anxiety score,1
311,user_312,36,Male,3.0,1.0,0.5,2.2,1.7,0.5,2.1,2.4,5.1,6,9,7,2.4,Urban,38,0,0,127.0,12,8,20.9,Medium anxiety score,1
312,user_313,64,Male,0.9,1.8,1.4,1.5,4.1,3.1,2.3,2.6,5.6,4,1,7,3.6,Suburban,29,0,0,126.5,7,3,19.2,Medium anxiety score,0
313,user_314,23,Other,2.6,1.0,1.2,1.7,0.9,0.9,1.4,1.5,5.4,5,1,7,6.4,Suburban,65,0,1,154.1,12,2,21.2,Medium anxiety score,1
315,user_316,20,Female,4.3,1.5,1.1,1.3,2.0,1.1,2.6,0.6,5.5,10,3,9,3.1,Urban,31,0,0,215.3,0,18,11.6,Low anxiety score,0
